"","actor","text","season","episode","title"
"746","Robin","You wanna be single? (Laughs) You wanna fight off loser guys all night, does that seem like fun to you?","01","03","Sweet Taste of Liberty"
"747","Lily","I guess I wanted to throw this net back into the ocean and see how many fish I could catch. So far, one. One gay dolphin. (Smiles)","01","03","Sweet Taste of Liberty"
"748","Robin","And Marshall. Lily, all these girls here tonight are looking to catch what you've already got.","01","03","Sweet Taste of Liberty"
"749","Lily","You're right I know. Hey do you wanna get some coffee and have an actual conversation?","01","03","Sweet Taste of Liberty"
"750","Robin","If, by ""Coffee"" you mean ""Cheesecake"", then yes.","01","03","Sweet Taste of Liberty"
"751","Derrick","(enters) Hey, I got that Club Soda. Let's see that booty. (Lily bends over for him to clean the stain, Marshall walks in)","01","03","Sweet Taste of Liberty"
"752","Lily","Oh, thank you so much.","01","03","Sweet Taste of Liberty"
"753","Lily","Marshall, no.","01","03","Sweet Taste of Liberty"
"754","Marshall","Baby, please don't ever take that ring off again. No matter how awesome I say that it is.","01","03","Sweet Taste of Liberty"
"755","Derrick","It's okay, man...","01","03","Sweet Taste of Liberty"
"756","Marshall","BACK OFF HOMBRE. I'm not that afraid to fight you. You wanna test this guy? Be my guest!","01","03","Sweet Taste of Liberty"
"757","Lily","Marshall, he's gay!","01","03","Sweet Taste of Liberty"
"758","Marshall","Oh, thank god... I've never been in a fight before. (hugs him)","01","03","Sweet Taste of Liberty"
"759","Derrick","You don't say!","01","03","Sweet Taste of Liberty"
"760","Narrator","So it turns out Uncle Marshall really was the jealous type. Unfortunately, that guys boyfriend... also the jealous type.","01","03","Sweet Taste of Liberty"
"761","Lily","Hey!","01","03","Sweet Taste of Liberty"
"762","Barney","Could have licked the Liberty Bell.","01","03","Sweet Taste of Liberty"
"763","Ted","We're going to the airport.","01","03","Sweet Taste of Liberty"
"764","Barney","Bong, bong...","01","03","Sweet Taste of Liberty"
"765","Ted","Why do I hang out with you? Why? All I wanted was to have a regular beer, in a regular bar with my regular friends, in my regular city!","01","03","Sweet Taste of Liberty"
"766","Barney","Ted, Ted... you're not even looking.","01","03","Sweet Taste of Liberty"
"767","Ted","No, I'm not.","01","03","Sweet Taste of Liberty"
"768","Barney","Look, our forefathers died for the pursuit of happiness, okay. Not for the sit around and wait of happiness. Now if you want, you can go to the same bar, drink the same beer talk to the same people everyday, or you can lick the Liberty Bell! You can grab life by the crack and lick the crap out of it!","01","03","Sweet Taste of Liberty"
"769","Cabdriver#2","That was beautiful, man!","01","03","Sweet Taste of Liberty"
"770","Barney","Thanks, Leonard. Ted, you're missing out on a valuable life lesson!","01","03","Sweet Taste of Liberty"
"771","Ted","Look, I don't need you to teach me how to live, okay. I know how to live. If you want to go lick the Liberty Bell just go lick it yourself.","01","03","Sweet Taste of Liberty"
"772","Barney","No, it has to be the two of us.","01","03","Sweet Taste of Liberty"
"773","Ted","Why? Why do you need me?","01","03","Sweet Taste of Liberty"
"774","Barney","Because, you're my best friend, alright? You don't have to tell me I'm yours. But the way I see it, we're a team. Without you, I'm just the dynamic uno. You know what, fine. If you wanna go home... then we'll go home.","01","03","Sweet Taste of Liberty"
"775","Ted","Fine...we'll go lick the Liberty Bell!","01","03","Sweet Taste of Liberty"
"776","Barney","Good, (smiles) 'cuz we're here! (Hops out)","01","03","Sweet Taste of Liberty"
"777","Ted","(voice) I had no idea how Barney redirected the cab without me knowing, but we got out, Dana let us in and by god we licked the Liberty Bell. And you know what it tastes like?","01","03","Sweet Taste of Liberty"
"778","Cute Girl","What?","01","03","Sweet Taste of Liberty"
"779","Ted","Freedom... No actually it tasted like pennies.","01","03","Sweet Taste of Liberty"
"780","Cute Girl","(laughs) My, god. Did you guys really do that?","01","03","Sweet Taste of Liberty"
"781","Narrator","We really did and that was when I realized why I hung out with Barney. I never got where I thought I wanted to go, but I always got a great story.","01","03","Sweet Taste of Liberty"
"782","Daughter","So, that girl you were talking to... that was mom?","01","03","Sweet Taste of Liberty"
"783","Narrator","Kids, every story in a man's life is like a dot in an impressionist's painting. And when you...","01","03","Sweet Taste of Liberty"
"784","Son","So that's a no?","01","03","Sweet Taste of Liberty"
"785","Narrator","Yeah, that's a no. (Kids are fed up) What? Come on!","01","03","Sweet Taste of Liberty"
"786","Narrator","Kids, when you're single all you're looking for is happily ever after. But only one of your stories can end that way. The rest end with someone getting hurt. This is one of those stories, and it starts... with a shirt.","01","04","Return of the Shirt"
"787","Daughter","A shirt?","01","04","Return of the Shirt"
"788","Narrator","Just listen...","01","04","Return of the Shirt"
"789","Narrator","Because none of this would have happened if it hadn't have been for that shirt.","01","04","Return of the Shirt"
"790","Ted","(mouths) Wow.","01","04","Return of the Shirt"
"791","Robin","Nice shirt!","01","04","Return of the Shirt"
"792","Ted","Right? Right?","01","04","Return of the Shirt"
"793","Lily","Look at those colors! Green and brown together at last!","01","04","Return of the Shirt"
"794","Marshall","Hot top, Bro, is it new?","01","04","Return of the Shirt"
"795","Ted","That's the crazy part. I've had this shirt for, like, six years... Until this morning I wasn't into it at all, but now it's like my tastes have changed.","01","04","Return of the Shirt"
"796","Barney","Booger.","01","04","Return of the Shirt"
"797","Ted","Yes, hello, Barney.","01","04","Return of the Shirt"
"798","Robin","Barney's offering me fifty bucks to say some stupid word on a live news report.","01","04","Return of the Shirt"
"799","Barney","Not some stupid word, ""Booger"".","01","04","Return of the Shirt"
"800","Robin","But I'm not doing it, I am a journalist.","01","04","Return of the Shirt"
"801","Barney","What? Journalist? You do the little fluff pieces at the end of the news. Old people, babies, monkeys... that's not journalism, that's just things in a diaper.","01","04","Return of the Shirt"
"802","Robin","For your information, my boss is about to bump me up to the City Hall beat.","01","04","Return of the Shirt"
"803","Lily","City hall, Miss Thang!","01","04","Return of the Shirt"
"804","Robin","So I'm not going to jeopardize my promotion by saying ""Booger"" for fifty bucks.","01","04","Return of the Shirt"
"805","Barney","Of course not, because now you're saying ""Nipple"" and it's a hundred! (Whispers) Step into my web.","01","04","Return of the Shirt"
"806","Ted","(Sipping drink) Mmm... Who's bourbon is this?","01","04","Return of the Shirt"
"807","Lily","Ooh, I don't know. It was here when we sat down.","01","04","Return of the Shirt"
"808","Ted","Aaah, point is. I seem to like bourbon now. I could have sworn I hated bourbon. First the shirt, now bourbon. I spent twenty-seven years making up my mind about things, right? The movie I saw once in Haden, the city I'll never go back to because it was raining the day I visited. Maybe it's time to start forming some second impressions...","01","04","Return of the Shirt"
"809","Marshall","You're finally gonna watch ""Goonies AGAIN? Slow love, Chuck"".","01","04","Return of the Shirt"
"810","Ted","(Laughs) Not Goonies, girls. What if there's someone from my past, who I thought was wrong for me at the time, but in fact she, like my shirt, is actually a perfect fit?","01","04","Return of the Shirt"
"811","Barney","Hold up, there are only two reasons to date a girl you've already dated. Breast, Implants.","01","04","Return of the Shirt"
"812","Lily","That's not a bad idea. Let's think, Ted's greatest hits... what about that girl, Steph?","01","04","Return of the Shirt"
"813","Ted","Steph...","01","04","Return of the Shirt"
"814","Stefanie","Okay, this is difficult to say, back when I lived in LA, I was pretty broke, so I spent a month making adult films.","01","04","Return of the Shirt"
"815","Ted","Wow, okay... how many did you make?","01","04","Return of the Shirt"
"816","Stefanie","A-hundred-and-seventy-five.","01","04","Return of the Shirt"
"817","Lily","Say what you will about the p0rn industry... they are hard workers.","01","04","Return of the Shirt"
"818","Marshall","What about that chick...um...Jackie?","01","04","Return of the Shirt"
"819","Ted","And my bathing suit had fallen completely off.","01","04","Return of the Shirt"
"820","Jackie","(laughs with Ted) I know the feeling, once... when I was sixteen, I was driving, and I hit this hitchhiker. Don't know what happened to him... just kept drivin'! (Laughs)","01","04","Return of the Shirt"
"821","Ted","Uh...no.","01","04","Return of the Shirt"
"822","Lily","What about Natalie!","01","04","Return of the Shirt"
"823","Marshall and Ted","Natalie!","01","04","Return of the Shirt"
"824","Robin","Who's Natalie?","01","04","Return of the Shirt"
"825","Narrator","Natalie, I had so many fond memories of her. The tea candles on her dresser. The sock monkey collection on her bed. That one Belle and Sebastian song that she always listened to. Her smile.","01","04","Return of the Shirt"
"826","Ted","Man, I haven't seen her in like three years!","01","04","Return of the Shirt"
"827","Robin","Well why'd you guys break up?","01","04","Return of the Shirt"
"828","Ted","I just wasn't looking for a big commitment at the time, of course now a big commitment doesn't seem so bad... maybe I should call her? What do you guys think?","01","04","Return of the Shirt"
"829","Barney","You dumped a p0rn star? Friendship over (gets up) FRIENDSHIP OVER!","01","04","Return of the Shirt"
"830","Mr. Adams","Come in, (On Phone) Alright, I'll get back to you. (Hangs up)","01","04","Return of the Shirt"
"831","Robin","You wanted to see me, Mr. Adams?","01","04","Return of the Shirt"
"832","Mr. Adams","Yes, I did. I need you to cover a story. (Nods) It's down at City Hall.","01","04","Return of the Shirt"
"833","Robin","City Hall? (Pans In) Oh, my god.","01","04","Return of the Shirt"
"834","Robin","So, next time you're passing City Hall, make sure and stop by New York's oldest hotdog cart. Today a delicious hotdog will cost you $2.50, but back when the stand first opened in 1955, you could get one for only a nipple. Reporting live, Robin Scherbatsky, Metro News One.","01","04","Return of the Shirt"
"835","Robin","I said, ""Nipple"" on the news! That was so unprofessional! I said, ""Nipple"" on the news!","01","04","Return of the Shirt"
"836","Lily","At least it's better than booger. (Laughs) Booger.","01","04","Return of the Shirt"
"837","Barney","There she is. Hey is it cold in here, because I can kind of see Robin's nickels? Now for your next challenge...","01","04","Return of the Shirt"
"838","Robin","No, there is not going to be another challenge, I don't care how much you offer me.","01","04","Return of the Shirt"
"839","Barney","Oh, search your soul, Robin. You and I both know this wasn't about the money. Sure, Metro News One pays you jack and hey, a little green salad on the side's good for you, me and Mr. McGee.","01","04","Return of the Shirt"
"840","Lily","Seriously, who talks like that?","01","04","Return of the Shirt"
"841","Barney","Well baby really likes, is the thrill of pulling one over on those bean counters, who under appreciate you and still haven't promoted you. And for two more hundy-sticks, baby's going to look in the camera and say this (Whispers in her ear)","01","04","Return of the Shirt"
"842","Lily","Eew. I'm just assuming.","01","04","Return of the Shirt"
"843","Robin","(sighs) I gotta get back to work. See ya.","01","04","Return of the Shirt"
"844","Lily","Bye.","01","04","Return of the Shirt"
"845","Robin","(To Barney) Baby's going to think about it.","01","04","Return of the Shirt"
"846","Ted","Found it! I found Natalie's number.","01","04","Return of the Shirt"
"847","Lily","Hey, Ted. Nice shirt! Is it yesterday already?","01","04","Return of the Shirt"
"848","Ted","Thank you. I am calling her; this is crazy I haven't talked to her in, like, three years. I wonder if she even remembers me.","01","04","Return of the Shirt"
"849","Natalie","Hello?","01","04","Return of the Shirt"
"850","Ted","Natalie, its Ted Mosby.","01","04","Return of the Shirt"
"851","Natalie","Go to hell. (Hangs up)","01","04","Return of the Shirt"
"852","Ted","She remembers me.","01","04","Return of the Shirt"
"853","Lily","Why would Natalie hang up on you?","01","04","Return of the Shirt"
"854","Ted","I don't know!","01","04","Return of the Shirt"
"855","Barney","Did you sleep with her sister?","01","04","Return of the Shirt"
"856","Ted","No.","01","04","Return of the Shirt"
"857","Barney","Sleep with her mom?","01","04","Return of the Shirt"
"858","Ted","No.","01","04","Return of the Shirt"
"859","Barney","I'm losing interest in your story.","01","04","Return of the Shirt"
"860","Lily","Well, you must have done something. Why did you guys break up?","01","04","Return of the Shirt"
"861","Marshall","He wasn't ready for a commitment.","01","04","Return of the Shirt"
"862","Lily","Uh-huh.","01","04","Return of the Shirt"
"863","Ted","And her birthday might have been coming up.","01","04","Return of the Shirt"
"864","Lily","(angrier) Uh-huh...","01","04","Return of the Shirt"
"865","Ted","Okay, so I didn't wanna get a boyfriend level gift for a girl I was just about to break up with.","01","04","Return of the Shirt"
"866","Lily","So you dumped her right before her birthday?","01","04","Return of the Shirt"
"867","Ted","No, I didn't dump her... right before her birthday.","01","04","Return of the Shirt"
"868","Marshall","Uh-oh.","01","04","Return of the Shirt"
"869","Ted","Natalie! Hey, Happy Birthday! Listen...","01","04","Return of the Shirt"
"870","Lily","(hitting Ted with every word) Never...break...up...with...a...girl...on...her...birthday!","01","04","Return of the Shirt"
"871","Ted","LILY WAIT, THE SHIRT! I KNOW, IT WAS A MISTAKE!","01","04","Return of the Shirt"
"872","Lily","Well, did she cry her eyes out?","01","04","Return of the Shirt"
"873","Ted","I don't know.","01","04","Return of the Shirt"
"874","Lily","How do you n...Oh, you didn't!","01","04","Return of the Shirt"
"875","Ted","Natalie! Hey, Happy Birthday! (Scene splits in two to show he's leaving a message on her machine) Listen... you're awesome. You really are... awesome. I'm just like super busy right now, so... maybe we should just... call it a day. But you're awesome.","01","04","Return of the Shirt"
"876","Lily","(Hitting with every word) On...her...answering...machine!? And...on...her... birthday? Oh... who... breaks... up... with... somebody... on... their... answering... machine... on... their... birthday?!","01","04","Return of the Shirt"
"877","Marshall","Yeah, dude, email!","01","04","Return of the Shirt"
"878","Lily","Not exactly the point I was trying to make, Marshall. That is a terrible way to break up with someone.","01","04","Return of the Shirt"
"879","Marshall","Okay, in my client's defense. Is there an unterrible way to break up with somebody? No. Personally I'd rather hear the bad news on an answering machine than face the humiliation in person. (Lily Picks up her phone) It's the least painful way you can do it. Who are you calling?","01","04","Return of the Shirt"
"880","Lily","(On Phone) Hi, Marshall, it's Lily. We're not going have s*x for at least a month. But you're awesome. Okay bye-bye. (Hangs up)","01","04","Return of the Shirt"
"881","Barney","Know, that was a big mistake, Ted. You should've done it in person.","01","04","Return of the Shirt"
"882","Lily","Thank you.","01","04","Return of the Shirt"
"883","Barney","Desperate ""Please-don't-leave-me"" s*x is amazing.","01","04","Return of the Shirt"
"884","Ted","Okay, it was childish and stupid, I just...I didn't want to see her cry.","01","04","Return of the Shirt"
"885","Lily","Well guess what? She cried! You just didn't have the sack to face those tears.","01","04","Return of the Shirt"
"886","Ted","That was me then, okay? This is the new old shirt-wearing, sack-having Ted. I'm gonna make this right.","01","04","Return of the Shirt"
"887","Barney","You know what else? My younger sister just got married and I'm about to turn thirty-sex. Fantastic.","01","04","Return of the Shirt"
"888","Robin","An occasion that was supposed to be joyous suddenly turned tragic when Ethel and Sadie Marsolis, New York's oldest twins, suddenly passed away on this, the eve of their one hundredth birthday. I'm a dirty, dirty girl (Slaps behind). Ow. Reporting live, Robin Scherbatsky, Metro News One.","01","04","Return of the Shirt"
"889","Producer","Joel Adam's wants to see you in his office (leaves)","01","04","Return of the Shirt"
"890","Robin","Before you say anything, I just want to say, I really like working here at Metro News One.","01","04","Return of the Shirt"
"891","Mr. Adams","That's great. So my dog keeps going (Makes three consecutive dog scoffs)","01","04","Return of the Shirt"
"892","Robin","What?","01","04","Return of the Shirt"
"893","Mr. Adams","Well you have dogs, right? What do you... what do you think that means?","01","04","Return of the Shirt"
"894","Robin","Take him to the vet?","01","04","Return of the Shirt"
"895","Mr. Adams","Genius. (Smiles) That's one I owe you.","01","04","Return of the Shirt"
"896","Robin","Was that all?","01","04","Return of the Shirt"
"897","Mr. Adams","Yeah.","01","04","Return of the Shirt"
"898","Robin","And nothing about the twins' story?","01","04","Return of the Shirt"
"899","Mr. Adams","Oh, yeah, great job on that one. New York loves you. You're a superstar, bye-bye.","01","04","Return of the Shirt"
"900","Narrator","That's when Robin realized, no one, not even her boss, watched Metro News One.","01","04","Return of the Shirt"
"901","Ted","Hi.","01","04","Return of the Shirt"
"902","Ted","Natalie. Come on, I just want to say I'm sorry. I only came down here because you wouldn't take my call.","01","04","Return of the Shirt"
"903","Natalie","I have an idea. Why don't you leave a message?","01","04","Return of the Shirt"
"904","Ted","(Fake laughs) Good one. Okay, fine. I'm just going to leave this sock monkey here (Pretends to walk away) Goodbye.","01","04","Return of the Shirt"
"905","Ted","Natalie... I.","01","04","Return of the Shirt"
"906","Natalie","OH!","01","04","Return of the Shirt"
"907","Ted","OKAY, okay... I... look, look. I know you're mad. Happy Birthday (hands her a sock monkey) Three years ago.","01","04","Return of the Shirt"
"908","Natalie","Oh yeah? Up yours... three years ago (closes door. Ted opens it)","01","04","Return of the Shirt"
"909","Ted","No, look... I was an idiot for leaving that message. I realize how much that sucked.","01","04","Return of the Shirt"
"910","Natalie","(shakes her head) No you don't.","01","04","Return of the Shirt"
"911","Ted","(On Machine) Maybe we should just, call it a day? But you're awesome. Okay, bye. (Hangs up)","01","04","Return of the Shirt"
"912","One Guest","Surprise...","01","04","Return of the Shirt"
"913","Ted","There was a surprise party that night? (Natalie nods) How come nobody told me? People think I can't keep a secret but I totally can! Sorry, not the issue... Look, Natalie, I was just a stupid kid back then, terrified of commitment.","01","04","Return of the Shirt"
"914","Natalie","And I suppose you're suddenly ready to get married and settle down?","01","04","Return of the Shirt"
"915","Ted","Well, yeah, actually (smiling). I'm a different guy now. Give me another chance.","01","04","Return of the Shirt"
"916","Natalie","You must think I have absolutely no self respect.","01","04","Return of the Shirt"
"917","Ted","Come on... Just a cup of coffee. (Pretending the sock monkey's talking) Please Natalie. Give the guy a chance. (Natalie looks at the sock monkey) Self respect is over-rated! (Monkey raises right arm as though it's a fact. Natalie laughs)","01","04","Return of the Shirt"
"918","Natalie","Wow. Maybe it was the caffeine, but you really brought your game up to a whole new level.","01","04","Return of the Shirt"
"919","Ted","Thanks. I did just start subscribing to esquire. They have some helpful columns. The following, is from the October issue.","01","04","Return of the Shirt"
"920","Narrator","So, Natalie and I started dating again and just like that it all came back. The tea candles. The Sock monkeys. Belle and Sebastian... all of it. It seemed like happily ever after wasn't far off.","01","04","Return of the Shirt"
"921","Natalie","Well I better run, I have my Krav Maga class in half an hour.","01","04","Return of the Shirt"
"922","Ted","Krav Maga, how cool is it that she does Krav Maga?","01","04","Return of the Shirt"
"923","Natalie","Thanks honey.","01","04","Return of the Shirt"
"924","Ted","Hmm...","01","04","Return of the Shirt"
"925","Natalie","Bye, guys.","01","04","Return of the Shirt"
"926","All","Bye.","01","04","Return of the Shirt"
"927","Marshall","Dude, what's Krav Maga?","01","04","Return of the Shirt"
"928","Ted","I have no idea. Some kind of yoga?","01","04","Return of the Shirt"
"929","Barney","You know, that Natalie... she's good times.","01","04","Return of the Shirt"
"930","Marshall","Yeah, she's like the best girl you've dated in years.","01","04","Return of the Shirt"
"931","Lily","Yeah, Ted, hold on to that one.","01","04","Return of the Shirt"
"932","Ted","Yeah, I have to break up with her.","01","04","Return of the Shirt"
"933","Marshall","I don't get it, man, Natalie is awesome.","01","04","Return of the Shirt"
"934","Ted","I know, she's terrific, but I have to break up with her.","01","04","Return of the Shirt"
"935","Lily","(Hitting with every syllable) Why... couldn't... you... leave... that... poor... girl... alone?","01","04","Return of the Shirt"
"936","Ted","I know! I hate this. These past three weeks have been great. I should be in love with her, but I'm not feeling that thing. It's ineffable.","01","04","Return of the Shirt"
"937","Marshall","Ineffable... good word. So when are you going to do it?","01","04","Return of the Shirt"
"938","Barney","She's probably on the subway by now. You could call her Voice Mail. Beep, dumped. Click. Done!","01","04","Return of the Shirt"
"939","Ted","I have to do this face-to-face. I just... I don't know what I'm going to say!","01","04","Return of the Shirt"
"940","Marshall","""I'm not ready for a commitment.""","01","04","Return of the Shirt"
"941","Lily","Oh, that's such a cliché.","01","04","Return of the Shirt"
"942","Marshall","It's not a cliché, it's a classic. It's the stairway to heaven of breakup lines.","01","04","Return of the Shirt"
"943","Lily","Well, I think Natalie deserves better.","01","04","Return of the Shirt"
"944","Marshall","Better. There's no better in breaking up. There's only less awful. A cliché's a cliché for a reason. It's comforting.","01","04","Return of the Shirt"
"945","Ted","It doesn't matter, I already told her I am ready for a commitment, so... oh, my god... there's no way out... I'm going to have to marry her.","01","04","Return of the Shirt"
"946","Marshall","No, no. We're going to get you out of this. Okay, how about... ""It's not you it's me""?","01","04","Return of the Shirt"
"947","Barney","Mm... Mm! Six words! You... look... fat... in... those... jeans..., you're free to go.","01","04","Return of the Shirt"
"948","Lily","Ted, have you considered telling her the truth?","01","04","Return of the Shirt"
"949","Barney","Seriously, honey, men are working, here.","01","04","Return of the Shirt"
"950","Lily","Ted, what is the truth? Why do you want to break up with her?","01","04","Return of the Shirt"
"951","Ted","The truth? She's not the one.","01","04","Return of the Shirt"
"952","Lily","So, tell her that.","01","04","Return of the Shirt"
"953","Marshall","Oh, you can't tell her that. That's horrible.","01","04","Return of the Shirt"
"954","Lily","Why? What is so horrible about that?","01","04","Return of the Shirt"
"955","Ted","Yeah, what is so horrible about that?...""She's not the one."" Why is that such a heart-breaking thing to hear? The chances of one person being another person's ""The one"" are like six billion to one.","01","04","Return of the Shirt"
"956","Lily","Yeah, you have better chances of winning the lottery.","01","04","Return of the Shirt"
"957","Ted","Exactly, you wouldn't take it personally if you lost the lottery.","01","04","Return of the Shirt"
"958","Marshall","Alright, man, tell her the truth. She's goanna cry.","01","04","Return of the Shirt"
"959","Lily","Yeah, and he's going to sit there and he's going to take it like a man.","01","04","Return of the Shirt"
"960","Ted","I have to do the mature thing.","01","04","Return of the Shirt"
"961","Robin","Want to talk mature? I just wrapped up a live newscast by honking my own boobs.","01","04","Return of the Shirt"
"962","Barney","And great TV was had by all. Alright Scherbatsky, new challenge. And this one's big. But so, is the cash reward. For one thousand dollars, you heard me, all you have to do is get up there on the news and do one of these... (does odd dance)","01","04","Return of the Shirt"
"963","Robin","What the hell is that?","01","04","Return of the Shirt"
"964","All","The Ickey Shuffle.","01","04","Return of the Shirt"
"965","Barney","And as you do it, you say this, ""Elbert Ickey Woods. The bangles were fools to cut you in '91. Your 1521 rushing yards and your 27 touch downs will not be forgotten. So Coach Dave Shullah, screw you and your crappy steakhouse.""","01","04","Return of the Shirt"
"966","Robin","Just write it down for me. What do I care, it's not like anyone's watching anyway, right? (Sits down)","01","04","Return of the Shirt"
"967","Ted","Man, she's gonna cry.","01","04","Return of the Shirt"
"968","Lily","Slow loves junk","01","04","Return of the Shirt"
"969","Ted","Thanks, Lil.","01","04","Return of the Shirt"
"970","Narrator","So the next night I took Natalie out to dinner. To do the mature thing.","01","04","Return of the Shirt"
"971","Ted","Look, uh, Natalie there's something I have to say.","01","04","Return of the Shirt"
"972","Natalie","Oh wait, wait. There's something I have to say first. Today at work, I had not one, not two, but three birthday cakes, so tonight; can we just skip the cake?","01","04","Return of the Shirt"
"973","Ted","Today is your birthday?","01","04","Return of the Shirt"
"974","Natalie","Yeah, no that's okay... I wasn't telling anyone about it.","01","04","Return of the Shirt"
"975","Ted","Today's your birthday! I... I didn't get you anything.","01","04","Return of the Shirt"
"976","Natalie","Oh, it's okay. You know you've already given me the best present of all. I can trust again.","01","04","Return of the Shirt"
"977","Ted","You're welcome. (Chugs wine. To waiter) Oh, so much more wine.","01","04","Return of the Shirt"
"978","Robin","Henry, as New York's oldest handsome cab driver, you've seen quite a lot.","01","04","Return of the Shirt"
"979","Robin","(On TV) In your past sixteen years on the job what is your most exciting memory?","01","04","Return of the Shirt"
"980","Henry","(On TV) Well...","01","04","Return of the Shirt"
"981","Barney","Ahh! This is it.","01","04","Return of the Shirt"
"982","Lily","Oh, boy, here we go.","01","04","Return of the Shirt"
"983","Barney","(To everyone in the bar) Everyone, everyone... If I may direct your attention to the television. You're about to see something... amazing.","01","04","Return of the Shirt"
"984","Henry","(on TV) And them, in '72, Mickey Mantle rode my cab for the fourth time.","01","04","Return of the Shirt"
"985","Barney","Come on, baby... bring it home.","01","04","Return of the Shirt"
"986","Henry","(on TV) But the most exciting moment, that would have to be this one, right now.","01","04","Return of the Shirt"
"987","Robin","(on TV) What?","01","04","Return of the Shirt"
"988","Henry","(on TV) Look at me, I'm on TV. I never thought I'd have my story told. Thank you, Miss Robin Scherbatsky.","01","04","Return of the Shirt"
"989","Henry","Thank you.","01","04","Return of the Shirt"
"990","Narrator","And right then, Aunt Robin realized how important her job truly was.","01","04","Return of the Shirt"
"991","Robin","It's an honor to tell your story, Henry.","01","04","Return of the Shirt"
"992","Robin","(on TV) You know, Metro News One may not be number one in viewer ship. But this reporter takes pride in... (trips and falls off camera) Whoa!! OH! Oh, my god! I'm covered in horse crap! It's in my hair!! Oh my, ow... ow my knee.","01","04","Return of the Shirt"
"993","Marshall","You planned that?","01","04","Return of the Shirt"
"994","Barney","No, Marshall. That was beyond my wildest dreams (Robin's wailing on TV)","01","04","Return of the Shirt"
"995","Natalie","So, if you ever come to Alabama, my mom throws these huge crawfish boils and she's just dying to meet you, by the way.","01","04","Return of the Shirt"
"996","Ted","Look, Natalie, there's something I have to say and there's no good way to say it. I wanna break up. I don't think you're the one for me. I don't want to waste your time because I really like you. I wanna do right by you, and I think the best way to do that is just to be honest. I'm sorry. (Natalie covers her face) Just let it out. They're only tears. (Throws her spaghetti on him) Aah!","01","04","Return of the Shirt"
"997","Natalie","I'm not the one for you?","01","04","Return of the Shirt"
"998","Ted","I'm sorry. I just thought the mature thing to do would be...","01","04","Return of the Shirt"
"999","Natalie","It's my birthday!","01","04","Return of the Shirt"
"1000","Ted","Yes, I know I didn't realize that it was...","01","04","Return of the Shirt"
"1001","Natalie","It's my birthday and you're telling me I'm not the one for you?","01","04","Return of the Shirt"
"1002","Ted","It's really not such a big deal. I mean it's the odds. It's like you lost the lottery.","01","04","Return of the Shirt"
"1003","Natalie","Oh, so dating you is like winning the lottery?","01","04","Return of the Shirt"
"1004","Ted","No, no, no. I didn't mean that.","01","04","Return of the Shirt"
"1005","Natalie","Okay, So what's the problem?","01","04","Return of the Shirt"
"1006","Ted","It's... I can't explain it.","01","04","Return of the Shirt"
"1007","Natalie","TRY!","01","04","Return of the Shirt"
"1008","Ted","It's... ineffable.","01","04","Return of the Shirt"
"1009","Natalie","I'm not ""F-able""?","01","04","Return of the Shirt"
"1010","Ted","No, no, no, no. Ineffable, ineffable means it can't be explained.","01","04","Return of the Shirt"
"1011","Natalie","Oh, so I'm stupid?","01","04","Return of the Shirt"
"1012","Ted","Oh, god what's going on?","01","04","Return of the Shirt"
"1013","Natalie","Okay, ""what's going on"" is, you broke my heart over my answering machine... on my birthday, waited three years for me to get over you. Tracked me down, begged me to go out with you again only so you could dump me three weeks later. Again on my birthday!","01","04","Return of the Shirt"
"1014","Ted","No, it's... it's not like that. I'm just... it's, it's, it's.","01","04","Return of the Shirt"
"1015","Natalie","WHAAAT!?","01","04","Return of the Shirt"
"1016","Ted","I'm just like super busy right now.","01","04","Return of the Shirt"
"1017","Narrator","Remember when Natalie said.","01","04","Return of the Shirt"
"1018","Natalie","I have my Krav Maga class in half an hour.","01","04","Return of the Shirt"
"1019","Narrator","Turns out Krav Maga is not a kind of yoga. It's a form of gorilla street fighting developed by the Israeli army.","01","04","Return of the Shirt"
"1020","Waiter","This is compliments of those two gentlemen at the bar. (For Robin)","01","04","Return of the Shirt"
"1021","Guy#1","(mimicking) My knee!","01","04","Return of the Shirt"
"1022","Guy#2","(mimicking) It's in my hair!","01","04","Return of the Shirt"
"1023","Barney","But isn't it nice to know that people are watching?","01","04","Return of the Shirt"
"1024","Marshall","Oh, my god. Are you alright?","01","04","Return of the Shirt"
"1025","Lily","What happened to you?","01","04","Return of the Shirt"
"1026","Ted","Told the truth, turns out the truth has a mean round house kick.","01","04","Return of the Shirt"
"1027","Marshall","Oh, man.","01","04","Return of the Shirt"
"1028","Lily","Oh, well you did the right thing. I'm proud of you.","01","04","Return of the Shirt"
"1029","Ted","I'm bleeding internally.","01","04","Return of the Shirt"
"1030","Barney","Hey, Ted, you know what always picks me up when I'm down? Other people's misfortune. You missed something so amazing.","01","04","Return of the Shirt"
"1031","Robin","Please can we please have one person in this whole bar who didn't see it?","01","04","Return of the Shirt"
"1032","Barney","Fine.","01","04","Return of the Shirt"
"1033","Lily","Are you okay?","01","04","Return of the Shirt"
"1034","Ted","I really thought I was going the good way this time. I guess there is no good way. Sometimes no matter how hard you try to do the right thing, you just end up flat on your back flailing around in a big pile of horse crap!","01","04","Return of the Shirt"
"1035","Robin","You saw it?","01","04","Return of the Shirt"
"1036","Ted","It's going against the internet now! It's okay, grow up.","01","04","Return of the Shirt"
